date,sector,avg_change_pct,avg_rsi,avg_adx,avg_macd_diff,breadth_sma20,breadth_sma50,breadth_sma200,total_fund_flow,avg_relative_volume,total_market_cap,composite_score,stock_count
2026-02-12,耐久消費財,0.9098,62.82,29.0,0.0,0.7879,0.8258,0.7652,-2289442.17,1.7204,780611220104.7432,60.95,132
2026-02-12,通信,0.2945,54.84,24.37,0.0,0.6957,0.6522,0.6087,1502596.2,1.9288,398726841454.1271,53.85,23
2026-02-12,金融,0.9581,63.61,31.75,0.0,0.748,0.7848,0.8294,-8340244.65,1.7802,1593654540707.8684,63.29,381
2026-02-12,電子テクノロジー,1.1927,62.39,29.15,0.0,0.7568,0.8288,0.8468,477191.87,1.5743,760826326501.3551,63.73,222
2026-02-12,非エネルギー鉱物,2.2336,63.36,33.01,0.0,0.8022,0.9121,0.9121,6194947.93,1.6955,135083963672.62737,69.28,91
2026-02-12,非耐久消費財,0.6803,61.48,28.52,0.0,0.7754,0.8396,0.7433,3184157.46,1.4131,349241146120.14923,59.73,187
2026-02-13,その他,0.3333,52.08,18.96,0.0,0.5,1.0,0.5,-14.74,2.2755,68235579.770435,49.83,2
2026-02-13,エネルギー鉱物,-4.6634,57.74,34.89,0.0,0.875,0.875,1.0,-3810518.67,1.6609,77374098455.664,53.1,8
2026-02-13,テクノロジーサービス,-3.0911,43.1,26.67,0.0,0.226,0.3356,0.3575,-17104711.0,2.0117,420065280331.7827,37.95,593
2026-02-13,ヘルスケアサービス,-0.532,52.69,23.31,0.0,0.5,0.5833,0.5833,-68073.53,1.319,4722922441.804488,50.54,36
2026-02-13,ヘルスケアテクノロジー,-1.3701,54.13,29.05,0.0,0.5833,0.6136,0.6061,-4866626.46,1.315,491992789124.14325,50.35,132
2026-02-13,交通・輸送,-0.9854,58.97,29.61,0.0,0.7143,0.8214,0.8661,-641003.84,1.2612,234429592598.96252,58.48,112
2026-02-13,公益事業,-0.6519,63.71,27.87,0.0,0.8438,0.875,0.8438,3016294.42,1.3591,119587610709.95354,59.16,32
2026-02-13,商業サービス,-1.5824,48.44,26.08,0.0,0.3804,0.4899,0.5072,-2399162.75,1.9055,123725920159.42928,46.09,347
2026-02-13,小売業,-0.4372,57.02,27.62,0.0,0.678,0.7669,0.7161,-5334185.34,1.6498,429702563956.1697,55.41,236
2026-02-13,政府,-0.8234,60.31,27.24,0.0,1.0,1.0,1.0,-19.76,6.8571,167748350.0,61.92,1
2026-02-13,流通サービス,-1.2046,57.5,30.41,0.0,0.6652,0.7797,0.8018,-1785111.98,1.1876,464957502414.2563,56.33,227
2026-02-13,消費者サービス,-0.1967,54.9,27.1,0.0,0.6151,0.682,0.6611,612519.4,1.6553,173291780549.18958,54.48,239
2026-02-13,生産財製造,-1.7378,59.77,30.91,0.0,0.738,0.8459,0.9037,-8788729.66,1.5062,1377102178208.9827,57.84,519
2026-02-13,産業サービス,-1.9456,58.78,32.2,0.0,0.6585,0.8171,0.9146,-2620609.04,1.8165,177738030949.72504,57.67,164
2026-02-13,素材産業,-1.0142,62.65,32.72,0.0,0.7835,0.8858,0.9134,1905061.79,1.6055,510057090804.16095,60.65,254
2026-02-13,耐久消費財,-1.0033,59.32,29.49,0.0,0.7121,0.7879,0.7727,7701919.16,1.7304,783243972955.012,56.24,132
2026-02-13,通信,-1.2877,52.51,24.11,0.0,0.6957,0.6957,0.6087,-3556271.44,1.2844,400071620008.7784,49.48,23
2026-02-13,金融,-1.4699,58.22,32.12,0.0,0.664,0.7507,0.8136,9808072.58,1.49,1599029429546.6807,56.47,381
2026-02-13,電子テクノロジー,-1.5746,57.83,29.35,0.0,0.6486,0.7523,0.8243,-2351715.09,1.2705,763392749392.7466,55.79,222
2026-02-13,非エネルギー鉱物,-2.7426,56.67,32.94,0.0,0.6044,0.8681,0.8901,-4760292.1,1.3787,135539558828.35289,54.8,91
2026-02-13,非耐久消費財,-0.3446,59.61,28.81,0.0,0.738,0.8342,0.7326,3686979.58,1.5726,350419025196.43976,56.78,187
2026-02-14,その他,0.3333,52.08,18.96,0.0,0.5,1.0,0.5,-14.74,2.2755,68639655.79856,49.83,2
2026-02-14,エネルギー鉱物,-4.6634,57.74,34.89,0.0,0.875,0.875,1.0,-3810518.67,1.6609,79358191320.62898,53.11,8
2026-02-14,テクノロジーサービス,-3.0911,43.1,26.67,0.0,0.226,0.3356,0.3575,-17104711.0,2.0117,404269001654.036,37.93,593
2026-02-14,ヘルスケアサービス,-0.532,52.69,23.31,0.0,0.5,0.5833,0.5833,-68073.53,1.319,4733795393.125259,50.54,36
2026-02-14,ヘルスケアテクノロジー,-1.3701,54.13,29.05,0.0,0.5833,0.6136,0.6061,-4866626.46,1.315,493508111403.05206,50.35,132
2026-02-14,交通・輸送,-0.9854,58.97,29.61,0.0,0.7143,0.8214,0.8661,-641003.84,1.2612,234842668165.14313,58.48,112
2026-02-14,公益事業,-0.6519,63.71,27.87,0.0,0.8438,0.875,0.8438,3016294.42,1.3591,122680096804.91025,59.16,32
2026-02-14,商業サービス,-1.5824,48.44,26.08,0.0,0.3804,0.4899,0.5072,-2399162.75,1.9055,123526923018.60872,46.09,347
2026-02-14,小売業,-0.4372,57.02,27.62,0.0,0.678,0.7669,0.7161,-5334185.34,1.6498,434577246756.0092,55.41,236
2026-02-14,政府,-0.8234,60.31,27.24,0.0,1.0,1.0,1.0,-19.76,6.8571,174882400.0,61.92,1
2026-02-14,流通サービス,-1.1899,57.56,30.45,0.0,0.6667,0.7807,0.8026,-1782882.8,1.1914,475018444568.1844,56.4,228
2026-02-14,消費者サービス,-0.1967,54.9,27.1,0.0,0.6151,0.682,0.6611,612519.4,1.6553,174021216720.4176,54.48,239
2026-02-14,生産財製造,-1.7378,59.77,30.91,0.0,0.738,0.8459,0.9037,-8788729.66,1.5062,1381520340118.79,57.84,519
2026-02-14,産業サービス,-1.9456,58.78,32.2,0.0,0.6585,0.8171,0.9146,-2620609.04,1.8165,179249758092.59058,57.67,164
2026-02-14,素材産業,-1.0142,62.65,32.72,0.0,0.7835,0.8858,0.9134,1905061.79,1.6055,525206468471.6646,60.64,254
2026-02-14,耐久消費財,-1.0033,59.32,29.49,0.0,0.7121,0.7879,0.7727,7701919.16,1.7304,779522310545.2618,56.24,132
2026-02-14,通信,-1.2877,52.51,24.11,0.0,0.6957,0.6957,0.6087,-3556271.44,1.2844,406014164261.3016,49.48,23
2026-02-14,金融,-1.4699,58.22,32.12,0.0,0.664,0.7507,0.8136,9808072.58,1.49,1617836454572.0269,56.47,381
2026-02-14,電子テクノロジー,-1.5914,57.76,29.31,0.0,0.6471,0.7511,0.8235,-2353944.27,1.267,770735378328.2922,55.72,221
2026-02-14,非エネルギー鉱物,-2.7426,56.67,32.94,0.0,0.6044,0.8681,0.8901,-4760292.1,1.3787,142947927048.10767,54.82,91
2026-02-14,非耐久消費財,-0.3446,59.61,28.81,0.0,0.738,0.8342,0.7326,3686979.58,1.5726,354655147206.6903,56.78,187
